ICD-10,Bezeichnung,age,value
254,Spina bifida,75-79,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,75-79,2.0
293,contraceptive measures,75-79,0.0
053,Other helminths,75-79,1.0
138,blindness and poor eyesight,75-79,0.0
225,Inflammatory disease of the cervix,75-79,0.0
015,whooping cough,75-79,0.0
003,Shigellosis [Bacterial dysentery],75-79,1.0
037,Acute viral hepatitis B,75-79,1.0
004,Amoebiasis [amoebic dysentery],75-79,3.0
275,Fractures involving multiple body regions,75-79,4.0
137,accommodation disorders and refractive errors,75-79,2.0
020,Frühsyphilis,75-79,0.0
143,Acute rheumatic fever,75-79,1.0
101,Thyroid diseases caused by iodine deficiency,75-79,0.0
035,measles,75-79,0.0
289,"Consequences of injuries, poisoning and other effects of external causes",75-79,1.0
046,Schistosomiasis [Bilharziosis],75-79,0.0
040,Mumps,75-79,1.0
044,leishmaniasis,75-79,1.0
010,Brucellosis,75-79,0.0
002,Typhus abdominalis und Paratyphus,75-79,0.0
108,Consequences of malnutrition and other nutritional deficiencies,75-79,0.0
055,sequelae of poliomyelitis,75-79,0.0
294,Prenatal screening and other monitoring of pregnancy,75-79,0.0
047,Infestation by other trematodes (flukes),75-79,0.0
013,Other tetanus,75-79,0.0
025,relapsing fever,75-79,0.0
051,Filariose,75-79,0.0
001,Cholera,75-79,0.0
011,leprosy,75-79,0.0
106,Vitamin-A-Mangel,75-79,0.0
201,Osteoarthritis,80-84,6383.0
295,live births by place of birth,80-84,0.0
242,Other complications during pregnancy and childbirth,80-84,0.0
274,Fractures of other parts of the extremities,80-84,2427.0
169,Pneumonia,80-84,5125.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,80-84,4763.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",80-84,2846.0
116,mood disorders,80-84,787.0
206,Other diseases of the spine and back,80-84,3633.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,80-84,0.0
281,Other injuries to specified and unspecified and multiple body regions,80-84,1456.0
207,Diseases of the quail tissue,80-84,981.0
278,intracranial injury,80-84,1605.0
151,heart failure,80-84,3925.0
273,Fracture of the Femur,80-84,3604.0
154,Stroke,80-84,3097.0
148,Other ischemic heart diseases,80-84,1968.0
147,Acute myocardial infarction,80-84,2113.0
150,conduction disorders and cardiac arrhythmias,80-84,2421.0
195,Cholelithiasis and Chelezystitis,80-84,1237.0
203,Other diseases of the joints,80-84,397.0
119,Other mental and behavioral disorders,80-84,1471.0
113,Mental and behavioral disorders caused by alcohol,80-84,129.0
115,"Schizophrenia, schizotypal and delusional disorders",80-84,186.0
272,"Fracture of the neck, thorax or pelvis",80-84,2292.0
213,Tubulointerstitial kidney disease,80-84,1041.0
117,"Neurotic, stress and somatoform disorders",80-84,386.0
192,Other diseases of the intestine and peritoneum,80-84,1274.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,80-84,966.0
205,Cervical and other disc damage,80-84,726.0
276,"Dislocation, sprain and strain of specified and multiple body regions",80-84,245.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",80-84,1136.0
217,Other diseases of the urinary system,80-84,1750.0
186,Diseases of the Appendix,80-84,170.0
179,Other diseases of the respiratory system,80-84,1457.0
152,Other heart diseases,80-84,1886.0
017,Sepsis,80-84,1827.0
187,inguinal hernia,80-84,792.0
191,Darmes diverticulosis,80-84,1045.0
073,Malignant neoplasm of the mammary gland,80-84,724.0
215,Urolithiasis,80-84,374.0
188,Other Hrnia,80-84,581.0
253,Other conditions originating in the perinatal period,80-84,1.0
202,Acquired deformities of the extremities,80-84,259.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",80-84,1085.0
249,Other neonatal respiratory diseases originating in the perinatal period,80-84,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",80-84,814.0
129,Other diseases of the nervous system,80-84,775.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,80-84,0.0
079,Malignant neoplasm of the urinary bladder,80-84,1254.0
198,Skin and subcutaneous infections,80-84,354.0
157,atherosclerosis,80-84,1297.0
218,Prostatahyperplasie,80-84,822.0
077,Malignant neoplasm of the prostate,80-84,798.0
124,epilepsy,80-84,656.0
208,Changes in crook density and structure,80-84,1199.0
190,Paralytic ileus and mechanical ileus without hernia,80-84,847.0
104,Mellitus diabetes,80-84,689.0
172,Other diseases of the nose and paranasal sinuses,80-84,23.0
114,Mental and behavioral disorders caused by other psychotropic substances,80-84,28.0
197,Other diseases of the digestive system,80-84,630.0
199,Other skin and subcutaneous diseases,80-84,524.0
210,Other diseases of the musculoskeletal system and connective tissue,80-84,350.0
018,Other bacterial diseases,80-84,633.0
006,Other infectious intestinal diseases,80-84,589.0
153,intracranial hemorrhage,80-84,811.0
149,pulmonary embolism,80-84,735.0
111,Other endocrine. Nutritional and metabolic disorders,80-84,625.0
170,Acute bronchitis and acute bronchiolitis,80-84,147.0
061,Malignant neoplasm of the colon,80-84,715.0
160,"Other diseases of the arteries, arterioles and capillaries",80-84,643.0
092,Leiomyom des Uterus,80-84,14.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,80-84,757.0
142,Other diseases of the ear and mastoid process,80-84,508.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,80-84,4.0
164,Other diseases of the circulatory system,80-84,623.0
185,"Other diseases of the esophagus, stomach and duodenum",80-84,441.0
196,Acute pancreatitis and other diseases of the pancreas,80-84,290.0
214,renal insufficiency,80-84,624.0
297,People who use the health service for the purpose of specific measures and medical care,80-84,244.0
086,Non-Hodgkin's Lymphoma,80-84,426.0
243,Spontaneous birth of an individual,80-84,0.0
109,obesity,80-84,15.0
064,Malignant neoplasm of the pancreas,80-84,484.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,80-84,0.0
227,endometriosis,80-84,5.0
267,abdominal and pelvic pain,80-84,174.0
233,Other diseases of the genitourinary system,80-84,182.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",80-84,394.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",80-84,324.0
298,People who use the healthcare system for other reasons,80-84,329.0
240,birth impediment,80-84,0.0
271,Fracture of the skull and facial bones,80-84,241.0
139,Other diseases of the eye and adnexa,80-84,367.0
228,Female genital prolapse,80-84,228.0
127,"Diseases of nerves, nerve roots and nerve plexus",80-84,186.0
168,Flu,80-84,329.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,80-84,478.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",80-84,182.0
121,Primary Parkinson's Syndrome,80-84,508.0
087,leukemia,80-84,274.0
156,Other cerebrovascular diseases,80-84,278.0
167,Other acute upper respiratory tract infections,80-84,152.0
241,postpartum hemorrhage,80-84,0.0
279,Injury to other internal organs,80-84,130.0
183,Ulcer ventriculi and Ulcus duodeni,80-84,344.0
145,Essential (primary) hypertension,80-84,418.0
093,Benign neoplasm of the ovary,80-84,45.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,80-84,267.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",80-84,10.0
080,Other malignant neoplasms of the urinary organs,80-84,253.0
171,Chronic sinusitis,80-84,45.0
076,Other malignant neoplasms of the female genital organs,80-84,223.0
174,Other diseases of the upper respiratory tract,80-84,62.0
134,Retinal detachment and retinal tear,80-84,116.0
082,Malignant neoplasm of the brain,80-84,145.0
162,Varicose veins of the lower extremities,80-84,127.0
194,Other diseases of the liver,80-84,204.0
112,dementia,80-84,559.0
128,Cerebral palsy and other paralytic syndromes,80-84,153.0
060,Malignant neoplasm of the stomach,80-84,262.0
268,Fever of unknown cause,80-84,240.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",80-84,237.0
176,Bronchial asthma,80-84,113.0
222,Other diseases of the male genital organs,80-84,113.0
256,Congenital malformations of the circulatory system,80-84,7.0
184,gastritis and duodenitis,80-84,217.0
041,Other viral diseases,80-84,101.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",80-84,0.0
284,"Poisoning by medicinal products, drugs and biologically active substances",80-84,44.0
193,Alcoholic Liver Disease,80-84,39.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",80-84,0.0
216,Zystitis,80-84,338.0
236,Other pregnancy with abortive outcome,80-84,0.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,80-84,207.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,80-84,182.0
122,Alzheimer's disease,80-84,533.0
103,Other diseases of the thyroid,80-84,66.0
182,"Other diseases of the oral cavity, salivary glands and jaws",80-84,120.0
133,Cataract and other affections of the lens,80-84,295.0
204,Systemic diseases of the connective tissue,80-84,206.0
146,Other hypertensive diseases,80-84,395.0
287,Other and unspecified damage caused by external causes,80-84,53.0
189,Crohn's disease and ulcerative colitis,80-84,82.0
135,glaucoma,80-84,286.0
071,Other malignant neoplasms of the skin,80-84,301.0
098,Other anemias,80-84,187.0
097,iron deficiency anemia,80-84,285.0
125,Migraine and other headache syndromes,80-84,46.0
057,Other infectious and parasitic diseases,80-84,202.0
140,Otitis media and other diseases of the middle ear and the mastoid process,80-84,21.0
223,diseases of the mammary glands,80-84,13.0
065,Other malignant neoplasms of the digestive organs,80-84,203.0
075,Malignant neoplasm of other and unspecified parts of the uterus,80-84,152.0
123,Multiple Sclerosis,80-84,24.0
261,Other malformations of the urogenital system,80-84,1.0
159,Arterial embolism and thrombosis,80-84,177.0
209,Osteomyelitis,80-84,154.0
059,Malignant neoplasm of the esophagus,80-84,152.0
220,hydrocele and spermatocele,80-84,62.0
248,Intrauterine hypoxia and asphyxia during childbirth,80-84,0.0
219,Other diseases of the prostate,80-84,137.0
070,Malignant melanoma of the skin,80-84,109.0
290,People who use the healthcare system for examination and clarification,80-84,59.0
264,Other congenital malformations and deformities of the musculoskeletal system,80-84,2.0
165,Acute pharyngitis and acute tonsillitis,80-84,8.0
102,Hyperthyroidism (Thyrotoxicosis),80-84,50.0
296,Postpartum care and examination,80-84,0.0
265,Other congenital malformations,80-84,4.0
181,Other diseases of the teeth and periodontium,80-84,22.0
078,Other malignant neoplasms of the male genital organs,80-84,21.0
283,burns and chemical burns,80-84,37.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",80-84,96.0
120,Inflammatory diseases of the central nervous system,80-84,55.0
230,menstrual disorders,80-84,2.0
282,Consequences of entering a foreign body through a natural orifice,80-84,49.0
034,Varicella [chicken pox] and zoster,80-84,148.0
155,"Stroke, not referred to as hemorrhage or infarction",80-84,140.0
226,Other inflammatory diseases of the female pelvic organs,80-84,10.0
247,birth trauma,80-84,0.0
235,Medically induced abortion,80-84,0.0
259,Other congenital malformations of the digestive system,80-84,5.0
999,unknown,80-84,32.0
105,malnutrition,80-84,107.0
118,intellectual disability,80-84,1.0
069,Malignant neoplasm of bone and articular cartilage,80-84,11.0
110,Volumenmangel,80-84,136.0
285,Toxic effects of mainly non-medically used substances,80-84,25.0
030,Virusenzephalitis,80-84,26.0
091,Benign neoplasm of the mammary gland,80-84,5.0
132,Keratitis and other diseases of the sclera and cornea,80-84,79.0
280,Crushing and traumatic amputations of specified and multiple body regions,80-84,15.0
251,Other infections specific to the perinatal period,80-84,0.0
074,Malignant neoplasm of the cervix uteri,80-84,30.0
066,Malignant neoplasms of the larynx,80-84,37.0
234,Spontaneous abortion,80-84,0.0
085,Hodgkin's disease [lymphogranulomatosis],80-84,21.0
292,Other people with potential health risks related to communicable diseases,80-84,59.0
224,salpingitis and oophoritis,80-84,1.0
263,Congenital deformities of the feet,80-84,0.0
042,Mykosen,80-84,57.0
094,Benign neoplasm of the hamstrings,80-84,39.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,80-84,26.0
100,Certain disorders involving the immune system,80-84,14.0
262,Congenital deformities of the hip,80-84,0.0
252,Hemolytic disease in the fetus and newborn,80-84,0.0
257,lip-. Cleft jaw and palate,80-84,0.0
141,hearing loss,80-84,16.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,80-84,0.0
260,Nondescensus testis,80-84,0.0
033,Infections caused by herpes viruses [Herpes simplexl,80-84,18.0
255,Other congenital malformations of the nervous system,80-84,0.0
212,Other glomerular diseases,80-84,18.0
095,Benign neoplasm of the brain and other parts of the central nervous system,80-84,7.0
136,Strabismus,80-84,19.0
081,Malignant neoplasm of the eye and the ocular appendages,80-84,9.0
089,Carcinoma in situ der Cervix uteri,80-84,0.0
277,Injury to the eye and orbit,80-84,24.0
232,female sterility,80-84,0.0
007,tuberculosis of the respiratory organs,80-84,8.0
231,climacteric disorders,80-84,19.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",80-84,22.0
269,Senilität,80-84,50.0
107,Other vitamin deficiencies,80-84,6.0
177,bronchiectasis,80-84,34.0
166,Acute laryngitis and tracheitis,80-84,7.0
144,Chronic rheumatic heart disease,80-84,11.0
250,Congenital infectious and parasitic diseases,80-84,0.0
090,Benign neoplasm of the skin,80-84,4.0
038,Other viral hepatitis,80-84,7.0
083,Malignant neoplasm of other parts of the central nervous system,80-84,4.0
008,Other tuberculosis,80-84,6.0
048,Echinococci,80-84,4.0
130,inflammation of the eyelid,80-84,3.0
039,HIV disease [Human Immunodeficiency Virus Disease],80-84,1.0
023,Sexually Transmitted Chlamydia Diseases,80-84,0.0
158,Other peripheral vascular diseases,80-84,4.0
266,Chromosomal abnormalities not classified elsewhere,80-84,1.0
043,Malaria,80-84,0.0
211,Acute and rapidly progressive nephritic syndromes,80-84,1.0
024,Other infections primarily transmitted through sexual intercourse,80-84,1.0
022,Gonococcal infection,80-84,0.0
178,Pneumokoniosis,80-84,5.0
016,Meningococcal Infection,80-84,1.0
021,Other syphilis,80-84,1.0
180,dental caries,80-84,1.0
131,Conjunctivitis and other affections of the conjunctiva,80-84,5.0
258,"Absence, atresia and stenosis of the small intestine",80-84,0.0
254,Spina bifida,80-84,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,80-84,0.0
293,contraceptive measures,80-84,0.0
053,Other helminths,80-84,1.0
138,blindness and poor eyesight,80-84,3.0
225,Inflammatory disease of the cervix,80-84,0.0
015,whooping cough,80-84,2.0
003,Shigellosis [Bacterial dysentery],80-84,3.0
037,Acute viral hepatitis B,80-84,1.0
004,Amoebiasis [amoebic dysentery],80-84,0.0
275,Fractures involving multiple body regions,80-84,1.0
137,accommodation disorders and refractive errors,80-84,0.0
020,Frühsyphilis,80-84,1.0
143,Acute rheumatic fever,80-84,0.0
101,Thyroid diseases caused by iodine deficiency,80-84,0.0
035,measles,80-84,0.0
289,"Consequences of injuries, poisoning and other effects of external causes",80-84,1.0
046,Schistosomiasis [Bilharziosis],80-84,0.0
040,Mumps,80-84,0.0
044,leishmaniasis,80-84,0.0
010,Brucellosis,80-84,0.0
002,Typhus abdominalis und Paratyphus,80-84,0.0
108,Consequences of malnutrition and other nutritional deficiencies,80-84,0.0
055,sequelae of poliomyelitis,80-84,0.0
294,Prenatal screening and other monitoring of pregnancy,80-84,0.0
047,Infestation by other trematodes (flukes),80-84,0.0
013,Other tetanus,80-84,0.0
025,relapsing fever,80-84,0.0
051,Filariose,80-84,0.0
001,Cholera,80-84,0.0
011,leprosy,80-84,0.0
106,Vitamin-A-Mangel,80-84,1.0
201,Osteoarthritis,85-89,2847.0
295,live births by place of birth,85-89,0.0
242,Other complications during pregnancy and childbirth,85-89,0.0
274,Fractures of other parts of the extremities,85-89,2066.0
169,Pneumonia,85-89,4551.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,85-89,5025.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",85-89,1976.0
116,mood disorders,85-89,417.0
206,Other diseases of the spine and back,85-89,2070.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,85-89,0.0
281,Other injuries to specified and unspecified and multiple body regions,85-89,1658.0
207,Diseases of the quail tissue,85-89,662.0
278,intracranial injury,85-89,1623.0
151,heart failure,85-89,4659.0
273,Fracture of the Femur,85-89,4343.0
154,Stroke,85-89,2703.0
148,Other ischemic heart diseases,85-89,869.0
147,Acute myocardial infarction,85-89,1536.0
150,conduction disorders and cardiac arrhythmias,85-89,1777.0
195,Cholelithiasis and Chelezystitis,85-89,914.0
203,Other diseases of the joints,85-89,283.0
119,Other mental and behavioral disorders,85-89,1538.0
113,Mental and behavioral disorders caused by alcohol,85-89,51.0
115,"Schizophrenia, schizotypal and delusional disorders",85-89,110.0
272,"Fracture of the neck, thorax or pelvis",85-89,2481.0
213,Tubulointerstitial kidney disease,85-89,796.0
117,"Neurotic, stress and somatoform disorders",85-89,265.0
192,Other diseases of the intestine and peritoneum,85-89,992.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,85-89,566.0
205,Cervical and other disc damage,85-89,318.0
276,"Dislocation, sprain and strain of specified and multiple body regions",85-89,167.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",85-89,648.0
217,Other diseases of the urinary system,85-89,1584.0
186,Diseases of the Appendix,85-89,78.0
179,Other diseases of the respiratory system,85-89,1087.0
152,Other heart diseases,85-89,1253.0
017,Sepsis,85-89,1572.0
187,inguinal hernia,85-89,479.0
191,Darmes diverticulosis,85-89,777.0
073,Malignant neoplasm of the mammary gland,85-89,401.0
215,Urolithiasis,85-89,184.0
188,Other Hrnia,85-89,278.0
253,Other conditions originating in the perinatal period,85-89,0.0
202,Acquired deformities of the extremities,85-89,103.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",85-89,654.0
249,Other neonatal respiratory diseases originating in the perinatal period,85-89,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",85-89,356.0
129,Other diseases of the nervous system,85-89,395.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,85-89,0.0
079,Malignant neoplasm of the urinary bladder,85-89,741.0
198,Skin and subcutaneous infections,85-89,359.0
157,atherosclerosis,85-89,925.0
218,Prostatahyperplasie,85-89,405.0
077,Malignant neoplasm of the prostate,85-89,569.0
124,epilepsy,85-89,472.0
208,Changes in crook density and structure,85-89,955.0
190,Paralytic ileus and mechanical ileus without hernia,85-89,748.0
104,Mellitus diabetes,85-89,544.0
172,Other diseases of the nose and paranasal sinuses,85-89,4.0
114,Mental and behavioral disorders caused by other psychotropic substances,85-89,14.0
197,Other diseases of the digestive system,85-89,597.0
199,Other skin and subcutaneous diseases,85-89,383.0
210,Other diseases of the musculoskeletal system and connective tissue,85-89,194.0
018,Other bacterial diseases,85-89,551.0
006,Other infectious intestinal diseases,85-89,484.0
153,intracranial hemorrhage,85-89,598.0
149,pulmonary embolism,85-89,529.0
111,Other endocrine. Nutritional and metabolic disorders,85-89,529.0
170,Acute bronchitis and acute bronchiolitis,85-89,156.0
061,Malignant neoplasm of the colon,85-89,478.0
160,"Other diseases of the arteries, arterioles and capillaries",85-89,337.0
092,Leiomyom des Uterus,85-89,6.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,85-89,564.0
142,Other diseases of the ear and mastoid process,85-89,306.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,85-89,2.0
164,Other diseases of the circulatory system,85-89,569.0
185,"Other diseases of the esophagus, stomach and duodenum",85-89,367.0
196,Acute pancreatitis and other diseases of the pancreas,85-89,202.0
214,renal insufficiency,85-89,584.0
297,People who use the health service for the purpose of specific measures and medical care,85-89,179.0
086,Non-Hodgkin's Lymphoma,85-89,224.0
243,Spontaneous birth of an individual,85-89,0.0
109,obesity,85-89,5.0
064,Malignant neoplasm of the pancreas,85-89,280.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,85-89,0.0
227,endometriosis,85-89,0.0
267,abdominal and pelvic pain,85-89,143.0
233,Other diseases of the genitourinary system,85-89,104.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",85-89,237.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",85-89,302.0
298,People who use the healthcare system for other reasons,85-89,398.0
240,birth impediment,85-89,0.0
271,Fracture of the skull and facial bones,85-89,233.0
139,Other diseases of the eye and adnexa,85-89,214.0
228,Female genital prolapse,85-89,115.0
127,"Diseases of nerves, nerve roots and nerve plexus",85-89,147.0
168,Flu,85-89,274.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,85-89,426.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",85-89,91.0
121,Primary Parkinson's Syndrome,85-89,291.0
087,leukemia,85-89,156.0
156,Other cerebrovascular diseases,85-89,184.0
167,Other acute upper respiratory tract infections,85-89,118.0
241,postpartum hemorrhage,85-89,0.0
279,Injury to other internal organs,85-89,133.0
183,Ulcer ventriculi and Ulcus duodeni,85-89,358.0
145,Essential (primary) hypertension,85-89,383.0
093,Benign neoplasm of the ovary,85-89,20.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,85-89,134.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",85-89,3.0
080,Other malignant neoplasms of the urinary organs,85-89,150.0
171,Chronic sinusitis,85-89,14.0
076,Other malignant neoplasms of the female genital organs,85-89,118.0
174,Other diseases of the upper respiratory tract,85-89,40.0
134,Retinal detachment and retinal tear,85-89,85.0
082,Malignant neoplasm of the brain,85-89,43.0
162,Varicose veins of the lower extremities,85-89,93.0
194,Other diseases of the liver,85-89,106.0
112,dementia,85-89,639.0
128,Cerebral palsy and other paralytic syndromes,85-89,86.0
060,Malignant neoplasm of the stomach,85-89,129.0
268,Fever of unknown cause,85-89,208.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",85-89,135.0
176,Bronchial asthma,85-89,83.0
222,Other diseases of the male genital organs,85-89,60.0
256,Congenital malformations of the circulatory system,85-89,6.0
184,gastritis and duodenitis,85-89,159.0
041,Other viral diseases,85-89,96.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",85-89,0.0
284,"Poisoning by medicinal products, drugs and biologically active substances",85-89,28.0
193,Alcoholic Liver Disease,85-89,17.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",85-89,0.0
216,Zystitis,85-89,306.0
236,Other pregnancy with abortive outcome,85-89,0.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,85-89,136.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,85-89,106.0
122,Alzheimer's disease,85-89,422.0
103,Other diseases of the thyroid,85-89,24.0
182,"Other diseases of the oral cavity, salivary glands and jaws",85-89,66.0
133,Cataract and other affections of the lens,85-89,178.0
204,Systemic diseases of the connective tissue,85-89,100.0
146,Other hypertensive diseases,85-89,339.0
287,Other and unspecified damage caused by external causes,85-89,38.0
189,Crohn's disease and ulcerative colitis,85-89,58.0
135,glaucoma,85-89,166.0
071,Other malignant neoplasms of the skin,85-89,327.0
098,Other anemias,85-89,159.0
097,iron deficiency anemia,85-89,288.0
125,Migraine and other headache syndromes,85-89,27.0
057,Other infectious and parasitic diseases,85-89,163.0
140,Otitis media and other diseases of the middle ear and the mastoid process,85-89,13.0
223,diseases of the mammary glands,85-89,7.0
065,Other malignant neoplasms of the digestive organs,85-89,116.0
075,Malignant neoplasm of other and unspecified parts of the uterus,85-89,86.0
123,Multiple Sclerosis,85-89,4.0
261,Other malformations of the urogenital system,85-89,0.0
159,Arterial embolism and thrombosis,85-89,179.0
209,Osteomyelitis,85-89,120.0
059,Malignant neoplasm of the esophagus,85-89,96.0
220,hydrocele and spermatocele,85-89,15.0
248,Intrauterine hypoxia and asphyxia during childbirth,85-89,0.0
219,Other diseases of the prostate,85-89,96.0
070,Malignant melanoma of the skin,85-89,81.0
290,People who use the healthcare system for examination and clarification,85-89,27.0
264,Other congenital malformations and deformities of the musculoskeletal system,85-89,1.0
165,Acute pharyngitis and acute tonsillitis,85-89,2.0
102,Hyperthyroidism (Thyrotoxicosis),85-89,22.0
296,Postpartum care and examination,85-89,0.0
265,Other congenital malformations,85-89,2.0
181,Other diseases of the teeth and periodontium,85-89,20.0
078,Other malignant neoplasms of the male genital organs,85-89,18.0
283,burns and chemical burns,85-89,12.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",85-89,91.0
120,Inflammatory diseases of the central nervous system,85-89,31.0
230,menstrual disorders,85-89,0.0
282,Consequences of entering a foreign body through a natural orifice,85-89,51.0
034,Varicella [chicken pox] and zoster,85-89,118.0
155,"Stroke, not referred to as hemorrhage or infarction",85-89,136.0
226,Other inflammatory diseases of the female pelvic organs,85-89,15.0
247,birth trauma,85-89,0.0
235,Medically induced abortion,85-89,0.0
259,Other congenital malformations of the digestive system,85-89,4.0
999,unknown,85-89,38.0
105,malnutrition,85-89,65.0
118,intellectual disability,85-89,0.0
069,Malignant neoplasm of bone and articular cartilage,85-89,10.0
110,Volumenmangel,85-89,125.0
285,Toxic effects of mainly non-medically used substances,85-89,11.0
030,Virusenzephalitis,85-89,7.0
091,Benign neoplasm of the mammary gland,85-89,3.0
132,Keratitis and other diseases of the sclera and cornea,85-89,66.0
280,Crushing and traumatic amputations of specified and multiple body regions,85-89,10.0
251,Other infections specific to the perinatal period,85-89,0.0
074,Malignant neoplasm of the cervix uteri,85-89,16.0
066,Malignant neoplasms of the larynx,85-89,20.0
234,Spontaneous abortion,85-89,0.0
085,Hodgkin's disease [lymphogranulomatosis],85-89,15.0
292,Other people with potential health risks related to communicable diseases,85-89,70.0
224,salpingitis and oophoritis,85-89,1.0
263,Congenital deformities of the feet,85-89,2.0
042,Mykosen,85-89,33.0
094,Benign neoplasm of the hamstrings,85-89,12.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,85-89,16.0
100,Certain disorders involving the immune system,85-89,10.0
262,Congenital deformities of the hip,85-89,0.0
252,Hemolytic disease in the fetus and newborn,85-89,0.0
257,lip-. Cleft jaw and palate,85-89,0.0
141,hearing loss,85-89,8.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,85-89,0.0
260,Nondescensus testis,85-89,0.0
033,Infections caused by herpes viruses [Herpes simplexl,85-89,14.0
255,Other congenital malformations of the nervous system,85-89,0.0
212,Other glomerular diseases,85-89,13.0
095,Benign neoplasm of the brain and other parts of the central nervous system,85-89,3.0
136,Strabismus,85-89,11.0
081,Malignant neoplasm of the eye and the ocular appendages,85-89,8.0
089,Carcinoma in situ der Cervix uteri,85-89,1.0
277,Injury to the eye and orbit,85-89,13.0
232,female sterility,85-89,0.0
007,tuberculosis of the respiratory organs,85-89,9.0
231,climacteric disorders,85-89,11.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",85-89,25.0
269,Senilität,85-89,59.0
107,Other vitamin deficiencies,85-89,7.0
177,bronchiectasis,85-89,13.0
166,Acute laryngitis and tracheitis,85-89,3.0
144,Chronic rheumatic heart disease,85-89,9.0
250,Congenital infectious and parasitic diseases,85-89,0.0
090,Benign neoplasm of the skin,85-89,5.0
038,Other viral hepatitis,85-89,2.0
083,Malignant neoplasm of other parts of the central nervous system,85-89,2.0
008,Other tuberculosis,85-89,1.0
048,Echinococci,85-89,3.0
130,inflammation of the eyelid,85-89,1.0
039,HIV disease [Human Immunodeficiency Virus Disease],85-89,0.0
023,Sexually Transmitted Chlamydia Diseases,85-89,0.0
158,Other peripheral vascular diseases,85-89,4.0
266,Chromosomal abnormalities not classified elsewhere,85-89,0.0
043,Malaria,85-89,0.0
211,Acute and rapidly progressive nephritic syndromes,85-89,1.0
024,Other infections primarily transmitted through sexual intercourse,85-89,1.0
022,Gonococcal infection,85-89,0.0
178,Pneumokoniosis,85-89,2.0
016,Meningococcal Infection,85-89,0.0
021,Other syphilis,85-89,0.0
180,dental caries,85-89,1.0
131,Conjunctivitis and other affections of the conjunctiva,85-89,4.0
