Region of residence,Geographic MedStat region,Number of deliveries,Number of cesarean sections,Cesarean section rate (%),Average age deliveries,Average age cesarean sections,year
BE29,Diessbach-Worben,67,23,34.32835820895522,30.65,32.214285714285715,2011
BE30,Lyssbach-Limpach,63,16,25.396825396825395,32.0,31.333333333333332,2011
BE31,Biel/Bienne-Zentrum,187,61,32.62032085561498,30.0,30.5,2011
BE32,Biel/Bienne-Madretsch,180,54,30.0,30.375,30.57894736842105,2011
BE33,Biel/Bienne-Bözingen,161,53,32.91925465838509,30.541666666666668,31.952380952380953,2011
BE34,Nördlicher Bielersee,31,6,19.35483870967742,31.666666666666668,34.4,2011
BE35,Orpund-Pieterlen,86,29,33.72093023255814,29.25,31.357142857142858,2011
BE36,Brügg-Studen,95,26,27.368421052631582,32.0,32.6875,2011
BE37,Nidau-Port,97,24,24.742268041237114,30.96,32.38461538461539,2011
BE38,Südlicher Bielersee,76,32,42.10526315789473,33.45,33.411764705882355,2011
BE39,La Neuveville,61,17,27.86885245901639,32.44444444444444,32.0,2011
BE40,Basse Suze,59,14,23.728813559322035,29.857142857142858,31.88888888888889,2011
BE41,Tavannes-Pichoux,82,26,31.70731707317073,30.7,31.285714285714285,2011
BE42,Court,46,12,26.08695652173913,31.27777777777778,32.09090909090909,2011
BE43,Moutier,77,17,22.07792207792208,29.142857142857142,29.23076923076923,2011
BE44,Herzogenbuchsee,74,26,35.13513513513514,29.5,28.428571428571427,2011
BE45,Thörigen-Seeberg,45,15,33.33333333333333,30.789473684210527,28.923076923076923,2011
BE46,Wangen an der Aare,53,23,43.39622641509434,31.3,31.615384615384617,2011
BE47,Madiswil-Oeschenbach,80,31,38.75,29.454545454545453,29.88235294117647,2011
BE48,Huttwil-Dürrenroth,80,25,31.25,30.5,31.166666666666668,2011
BE49,Attiswil-Bipp,76,33,43.42105263157895,30.19047619047619,30.142857142857142,2011
BE50,Langenthal,137,48,35.03649635036496,30.0,30.142857142857142,2011
BE51,Aarwangen,66,22,33.33333333333333,30.095238095238095,31.666666666666668,2011
BE52,Roggwil-Murg,92,38,41.30434782608695,30.40909090909091,31.125,2011
BE53,Fraubrunnen-Bätterkinden,88,39,44.31818181818182,32.13636363636363,32.57142857142857,2011
BE54,Hindelbank,56,24,42.857142857142854,30.11764705882353,31.76923076923077,2011
BE55,Burgdorf,140,42,30.0,31.043478260869566,30.066666666666666,2011
BE56,Hasle-Oberburg,96,27,28.125,29.6,31.714285714285715,2011
BE57,Sumiswald,48,15,31.25,30.38888888888889,30.357142857142858,2011
BE58,Lützelflüh,57,14,24.561403508771928,31.38095238095238,30.5,2011
BE59,Kirchberg,94,29,30.851063829787233,29.45,30.866666666666667,2011
BE60,Wynigen,38,7,18.421052631578945,30.5,29.666666666666668,2011
BE61,Utzenstorf,42,12,28.57142857142857,30.77777777777778,29.77777777777778,2011
BE62,Zollbrück,68,19,27.941176470588236,30.714285714285715,29.846153846153847,2011
BE63,Oberes Emmental,59,17,28.8135593220339,30.42105263157895,29.444444444444443,2011
BE64,Langnau i. E.,59,18,30.508474576271187,30.157894736842106,31.083333333333332,2011
BE65,Trub-Napf,41,12,29.268292682926827,31.27777777777778,30.8,2011
BE66,Grosshöchstetten,70,32,45.714285714285715,31.333333333333332,32.5625,2011
BE67,Münsingen,109,39,35.77981651376147,31.5,31.764705882352942,2011
BE68,Konolfingen,98,47,47.95918367346938,30.857142857142858,30.842105263157894,2011
BE69,Wichtrach,66,26,39.39393939393939,30.4,31.307692307692307,2011
BE70,Gürbetal,95,36,37.89473684210527,32.10526315789474,32.785714285714285,2011
BE71,Seftigen-Wattenwil,47,21,44.680851063829785,30.5,30.615384615384617,2011
BE72,Oberdiessbach,53,17,32.075471698113205,30.36842105263158,30.0,2011
BE73,Schwarzenburg,68,19,27.941176470588236,31.22222222222222,32.0,2011
BE74,Wald-Riggisberg,62,25,40.32258064516129,31.77777777777778,33.5,2011
BE75,Thun-Zentrum,128,41,32.03125,30.956521739130434,31.941176470588236,2011
BE76,Thun-Westring,93,33,35.483870967741936,30.0,29.5625,2011
BE77,Thun-Dürrenast,129,42,32.55813953488372,30.59090909090909,30.7,2011
BE78,Steffisburg,145,40,27.586206896551722,29.91304347826087,30.466666666666665,2011
BE79,Goldiwil-Schattenhalb,73,26,35.61643835616438,31.952380952380953,33.642857142857146,2011
BE80,Hilterfingen-Sigriswil,74,20,27.027027027027028,30.333333333333332,32.42857142857143,2011
BE81,Heimberg-Uetendorf,115,34,29.565217391304348,31.0,32.8,2011
BE82,Stockental,70,21,30.0,31.59090909090909,33.0,2011
BE83,Spiez,110,33,30.0,31.4,31.9375,2011
BE84,Niedersimmental,85,27,31.76470588235294,30.61904761904762,31.9375,2011
BE85,Saanenland,70,20,28.57142857142857,32.54545454545455,31.928571428571427,2011
BE86,Obersimmental,68,15,22.058823529411764,31.333333333333332,31.818181818181817,2011
BE87,Frutigen-Adelboden,116,34,29.310344827586203,30.130434782608695,30.94736842105263,2011
BE88,Kandertal-Kiental,37,16,43.24324324324324,30.4,29.9,2011
BE89,Interlaken,146,49,33.56164383561644,31.0,30.45,2011
BE90,Lauterbrunnen,39,12,30.76923076923077,30.61111111111111,30.0,2011
BE91,Brienzersee,71,27,38.028169014084504,31.05263157894737,32.642857142857146,2011
BE92,Grindelwald,45,16,35.55555555555556,32.294117647058826,32.0,2011
BE93,Oberhasli,51,21,41.17647058823529,32.26315789473684,32.0,2011
BE94,Lengnau,44,11,25.0,29.61111111111111,32.666666666666664,2011
BE95,Büren-Arch,70,30,42.857142857142854,30.65,31.058823529411764,2011
BE96,Gümmenen-Exklaven,65,30,46.15384615384615,32.5,32.266666666666666,2011
BE97,Laupen-Neuenegg,49,15,30.612244897959183,32.0,34.0,2011
BE98,Erguel,80,26,32.5,30.05263157894737,30.533333333333335,2011
BE99,Tramelan,51,19,37.254901960784316,31.3,32.583333333333336,2011
LU01,Luzern-Zentrum,176,61,34.659090909090914,31.5,31.454545454545453,2011
LU02,Luzern-Löwen,116,44,37.93103448275862,30.454545454545453,31.555555555555557,2011
LU03,Luzern-Allmend-Tribschen,183,46,25.136612021857925,31.53846153846154,32.35294117647059,2011
LU04,Luzern-Dreilinden-Seeburg,153,51,33.33333333333333,31.318181818181817,32.4375,2011
LU05,Kriens,220,75,34.090909090909086,31.24,32.0,2011
LU06,Malters-Eigental,71,20,28.169014084507044,30.0,30.90909090909091,2011
LU07,Littau-Reussbühl,199,81,40.7035175879397,30.636363636363637,30.05263157894737,2011
LU08,Emmenbrücke,246,87,35.36585365853659,29.0,29.5,2011
LU09,Rothenburg-Hildisrieden,112,35,31.25,33.3,32.78947368421053,2011
LU10,Ebikon,110,31,28.18181818181818,29.96,30.941176470588236,2011
LU11,Emmen-Inwil,136,54,39.705882352941174,31.5,31.0,2011
LU12,Luzernes Reusstal,146,50,34.24657534246575,29.956521739130434,29.526315789473685,2011
LU13,Sonnseite,77,34,44.15584415584416,30.523809523809526,32.470588235294116,2011
LU14,Meggen,62,30,48.38709677419355,31.75,32.0625,2011
LU15,Horw,114,37,32.45614035087719,30.227272727272727,30.529411764705884,2011
LU16,Neuenkirch,63,20,31.746031746031743,32.35294117647059,35.6,2011
LU17,Beromünster,91,26,28.57142857142857,29.59090909090909,29.6875,2011
LU18,Hochdorf,101,39,38.613861386138616,28.952380952380953,30.4375,2011
LU19,Seetal,43,10,23.25581395348837,30.5,31.11111111111111,2011
LU20,Nördlicher Sempachersee,94,28,29.78723404255319,32.5625,32.30769230769231,2011
LU21,Südlicher Sempachersee,86,35,40.69767441860465,32.3,33.625,2011
LU22,Sursee,99,36,36.36363636363637,32.130434782608695,32.8235294117647,2011
LU23,Oberes Suhretal,119,34,28.57142857142857,30.19047619047619,31.333333333333332,2011
LU24,Lindenberg,69,22,31.88405797101449,31.55,31.615384615384617,2011
LU25,Ruswil-Grosswangen,156,46,29.48717948717949,29.904761904761905,32.0,2011
LU26,Wolhusen,71,20,28.169014084507044,31.26086956521739,32.666666666666664,2011
LU27,Willisau,131,35,26.717557251908396,30.227272727272727,31.375,2011
LU28,Oberes Wiggertal,89,21,23.595505617977526,30.0,32.53333333333333,2011
LU29,Rottal-Luthern,78,20,25.64102564102564,31.363636363636363,35.18181818181818,2011
LU30,Santenberg-Wauwilermoos,95,23,24.210526315789473,30.681818181818183,30.285714285714285,2011
LU31,Unteres Entlebuch,79,16,20.253164556962027,30.45,30.846153846153847,2011
LU32,Mittleres Entlebuch - Mariental,51,16,31.372549019607842,31.22222222222222,32.5,2011
LU33,Oberes Entlebuch,43,18,41.86046511627907,31.263157894736842,31.642857142857142,2011
LU34,Weggis,52,25,48.07692307692308,30.9,31.4,2011
LU35,Luzernes Wiggertal,110,33,30.0,31.285714285714285,31.307692307692307,2011
LU36,Pfaffnau,33,8,24.242424242424242,27.5,27.0,2011
UR01,Seelisberg,50,11,22.0,29.27777777777778,29.8,2011
UR02,Altdorf,113,41,36.283185840707965,30.25,31.055555555555557,2011
UR03,Schattdorf-Schächental,83,27,32.53012048192771,30.35,31.9375,2011
UR04,Mittleres Uri,58,18,31.03448275862069,30.05263157894737,33.27272727272727,2011
SZ01,Küssnacht,102,41,40.19607843137255,31.318181818181817,32.73684210526316,2011
SZ02,Arth-Goldau,122,36,29.508196721311474,29.454545454545453,28.77777777777778,2011
SZ03,Lauerz-Sattel,48,15,31.25,30.22222222222222,30.083333333333332,2011
SZ04,Schwyz,108,25,23.14814814814815,29.5,30.53846153846154,2011
SZ05,Muotathal,53,11,20.754716981132077,30.0,32.44444444444444,2011
SZ06,Gersau-Brunnen,89,23,25.842696629213485,31.523809523809526,33.857142857142854,2011
SZ07,Rotenthurm,30,7,23.333333333333332,33.11764705882353,33.0,2011
SZ08,Einsiedeln-Alpthal,97,37,38.144329896907216,29.5,28.941176470588236,2011
SZ09,Iberg,47,11,23.404255319148938,29.823529411764707,30.2,2011
SZ11,Pfäffikon-Vorderhof,103,41,39.80582524271845,31.869565217391305,32.0,2011
SZ12,Wollerau-Hinterhof,137,66,48.175182481751825,31.458333333333332,33.22222222222222,2011
SZ13,Lachen,149,50,33.557046979865774,31.703703703703702,32.31818181818182,2011
SZ14,Wangen-Siebnen,133,49,36.84210526315789,30.08695652173913,31.38888888888889,2011
SZ15,Tuggen-Reichenburg,131,45,34.35114503816794,29.047619047619047,31.058823529411764,2011
OW01,Alpnach,101,24,23.762376237623762,29.59090909090909,31.307692307692307,2011
OW02,Sarnen,88,26,29.545454545454547,30.45,31.0,2011
OW03,Melchtal,111,26,23.423423423423422,31.625,33.69230769230769,2011
OW04,Giswil-Lungern,42,9,21.428571428571427,30.058823529411764,31.5,2011
OW05,Engelberg,27,9,33.33333333333333,30.923076923076923,33.666666666666664,2011
NW01,Pilatus-Bürgenstock,73,28,38.35616438356164,33.89473684210526,33.642857142857146,2011
NW02,Stans,115,32,27.82608695652174,29.91304347826087,31.4,2011
NW03,Bürgenstock-Seelisberg,122,45,36.885245901639344,31.59090909090909,32.8125,2011
NW04,Engelbergeraatal,44,9,20.454545454545457,30.894736842105264,29.125,2011
GL01,Glarus,71,26,36.61971830985916,31.791666666666668,32.411764705882355,2011
GL02,Näfels,97,40,41.23711340206185,31.217391304347824,31.72222222222222,2011
GL03,Ziegelbrücke,87,29,33.33333333333333,30.095238095238095,32.0,2011
GL04,Schwanden-Sernftal,43,14,32.55813953488372,31.2,32.77777777777778,2011
GL05,Linthal,24,10,41.66666666666667,28.846153846153847,27.555555555555557,2011
ZG01,Zug,241,99,41.078838174273855,32.92,33.36363636363637,2011
ZG02,Cham,169,70,41.42011834319527,29.91304347826087,30.63157894736842,2011
ZG03,Menzingen,58,22,37.93103448275862,32.63636363636363,29.545454545454547,2011
ZG04,Steinhausen,80,35,43.75,31.045454545454547,31.666666666666668,2011
ZG05,Aegeri,139,54,38.84892086330935,30.08695652173913,30.94736842105263,2011
ZG06,Walchwil,51,25,49.01960784313725,32.888888888888886,34.06666666666667,2011
ZG07,Hünenberg-Rotkreuz,214,84,39.25233644859813,33.12,33.0,2011
ZG08,Baar,219,93,42.465753424657535,31.363636363636363,32.35,2011
FR01,Gibloux-Nord,104,30,28.846153846153843,30.583333333333332,30.88888888888889,2011
FR02,Fribourg,462,149,32.25108225108225,29.06896551724138,29.384615384615383,2011
FR03,Belfaux,99,22,22.22222222222222,32.05263157894737,31.5,2011
FR04,Marly,89,26,29.213483146067414,31.047619047619047,31.923076923076923,2011
FR05,Le Mouret,60,17,28.333333333333332,30.55,30.25,2011
FR06,Basse Glâne,126,33,26.190476190476193,30.956521739130434,31.333333333333332,2011
FR07,Fribourg-Ouest,245,96,39.183673469387756,31.28,31.363636363636363,2011
FR08,Gibloux-Sud,54,16,29.629629629629626,31.88235294117647,32.0,2011
FR09,Bulle,239,83,34.72803347280335,30.416666666666668,30.043478260869566,2011
FR10,Gibloux-Lac de Gruyère,76,24,31.57894736842105,30.363636363636363,31.076923076923077,2011
FR11,Broc-Berra-Jaun,72,17,23.61111111111111,31.238095238095237,30.7,2011
FR12,Gruyères-Intyamon,56,11,19.642857142857142,31.285714285714285,32.75,2011
FR13,Obersense,77,30,38.961038961038966,29.545454545454547,30.526315789473685,2011
FR14,Tafers,72,24,33.33333333333333,31.0,33.2,2011
FR15,Untersense,95,37,38.94736842105263,29.7,29.235294117647058,2011
FR16,Düdingen,112,31,27.67857142857143,30.541666666666668,31.76923076923077,2011
FR17,Lac francophone,56,20,35.714285714285715,29.333333333333332,30.583333333333332,2011
FR18,Vully,36,12,33.33333333333333,30.41176470588235,31.22222222222222,2011
FR19,Deutschsprachiger See,69,15,21.73913043478261,31.19047619047619,34.22222222222222,2011
FR20,Kerzers,65,15,23.076923076923077,29.5,30.666666666666668,2011
FR21,Murten,89,30,33.70786516853933,30.26086956521739,31.3125,2011
FR22,Haute-Glâne,65,26,40.0,30.6,31.285714285714285,2011
FR23,Gibloux-Ouest,108,23,21.296296296296298,29.40909090909091,28.666666666666668,2011
FR24,Châtel-St-Denis,105,38,36.19047619047619,31.375,31.80952380952381,2011
FR25,Attalens,60,17,28.333333333333332,31.444444444444443,31.363636363636363,2011
FR26,Romont,69,26,37.68115942028986,30.318181818181817,29.916666666666668,2011
FR27,Broye-Enclaves,104,34,32.69230769230769,30.59090909090909,31.4375,2011
FR28,Estavayer,102,34,33.33333333333333,30.0,30.142857142857142,2011
FR29,Domdidier,110,32,29.09090909090909,29.869565217391305,31.46153846153846,2011
SO01,Grenchen,148,48,32.432432432432435,30.130434782608695,30.0,2011
SO02,Bettlach,31,14,45.16129032258064,31.4375,31.545454545454547,2011
SO03,Aeusseres Schwarzbubenland,53,20,37.735849056603776,30.842105263157894,33.083333333333336,2011
SO04,Dorneck,83,19,22.89156626506024,30.291666666666668,32.23076923076923,2011
SO05,Thierstein,98,38,38.775510204081634,30.708333333333332,30.263157894736842,2011
SO06,Erlinsbach-Kienberg,88,36,40.909090909090914,29.0,31.307692307692307,2011
SO07,Olten,188,69,36.702127659574465,29.08,30.7,2011
SO08,Unteres Gäu,118,40,33.89830508474576,29.0,30.470588235294116,2011
SO09,Mittleres Gau,100,39,39.0,29.5,32.333333333333336,2011
SO10,Oberes Gäu,135,52,38.51851851851852,31.0,31.25,2011
SO11,Trimbach,66,24,36.36363636363637,29.047619047619047,29.470588235294116,2011
SO12,Lostorf,63,26,41.269841269841265,30.285714285714285,29.23076923076923,2011
SO13,Dulliken,73,29,39.726027397260275,29.681818181818183,30.235294117647058,2011
SO14,Däniken-Schönenwerd,89,30,33.70786516853933,30.916666666666668,30.27777777777778,2011
SO15,Balsthal-Passwang,90,28,31.11111111111111,28.5,29.11764705882353,2011
SO16,Oberes Dünnern,48,24,50.0,29.857142857142858,30.176470588235293,2011
SO17,Bellach-Selzach,72,31,43.05555555555556,30.363636363636363,31.529411764705884,2011
SO18,Bucheggberg,68,31,45.588235294117645,32.05263157894737,31.25,2011
SO19,Solothurn,138,51,36.95652173913043,31.59090909090909,32.8421052631579,2011
SO20,Weissenstein,91,28,30.76923076923077,32.0,31.571428571428573,2011
SO21,Zuchwil,80,34,42.5,30.5,31.57894736842105,2011
SO22,Solothurn-Ost,60,27,45.0,29.63157894736842,31.133333333333333,2011
SO23,Derendingen-Gerlafingen,107,39,36.44859813084112,29.5,28.764705882352942,2011
SO24,Wasseramt,61,27,44.26229508196721,30.6,31.733333333333334,2011
SO25,Biberist,77,28,36.36363636363637,29.047619047619047,30.4375,2011
BS01,Basel-City,71,27,38.028169014084504,31.894736842105264,32.785714285714285,2011
BS02,Basel-St.Alban,190,59,31.05263157894737,30.615384615384617,31.6,2011
BS03,Basel-Gundeldingen,213,57,26.76056338028169,30.2,31.705882352941178,2011
BS04,Basel-Tiergarten,168,57,33.92857142857143,32.53846153846154,33.55,2011
BS05,Basel-Burgfelden,205,54,26.34146341463415,30.321428571428573,30.782608695652176,2011
BS06,Basel-St.-Johann,215,51,23.72093023255814,30.16,31.555555555555557,2011
BS07,Basel-Kleinhüningen,313,88,28.115015974440894,30.464285714285715,31.5,2011
BS08,Basel-Kleinbasel,210,68,32.38095238095238,31.366666666666667,32.88,2011
BS09,Basel-Bruderholz,45,20,44.44444444444444,35.8,35.72727272727273,2011
BS10,Riehen-Bettingen,142,42,29.577464788732392,31.125,32.0,2011
BL01,Oberes Laufental,92,22,23.91304347826087,31.869565217391305,33.357142857142854,2011
BL02,Unteres Laufental,61,28,45.90163934426229,31.0,30.866666666666667,2011
BL03,Binningen,146,60,41.0958904109589,32.541666666666664,33.095238095238095,2011
BL04,Unteres Birsig,141,45,31.914893617021278,32.5,33.523809523809526,2011
BL05,Oberes Birsig,128,54,42.1875,32.04347826086956,32.78947368421053,2011
BL06,Allschwil-Schönenbuch,209,78,37.32057416267943,31.0,32.7,2011
BL07,Birsfelden,99,38,38.38383838383838,31.0,31.27777777777778,2011
BL08,Muttenz,126,55,43.65079365079365,32.72727272727273,34.26315789473684,2011
BL09,Pratteln-Augst,159,52,32.70440251572327,31.541666666666668,31.666666666666668,2011
BL10,Münchenstein,85,31,36.470588235294116,31.625,32.94444444444444,2011
BL11,Arlesheim,59,26,44.06779661016949,35.0,37.785714285714285,2011
BL12,Oberbirstal,111,47,42.34234234234234,31.5,32.578947368421055,2011
BL13,Reinach,137,49,35.76642335766424,30.5,31.333333333333332,2011
BL14,Reigoldswilertal,45,14,31.11111111111111,29.63157894736842,30.75,2011
BL15,Unterergolztal,107,46,42.99065420560748,31.75,31.666666666666668,2011
BL16,Liestal,129,48,37.2093023255814,30.82608695652174,31.857142857142858,2011
BL17,Bubendorf,63,21,33.33333333333333,31.94736842105263,32.07142857142857,2011
BL18,Sissach-Lausen,127,40,31.496062992125985,30.25,30.42105263157895,2011
BL19,Oberergolz-Buus,59,18,30.508474576271187,32.6,32.54545454545455,2011
BL20,Oberhauenstein,79,33,41.77215189873418,29.956521739130434,32.1764705882353,2011
BL21,Homburgertal,44,20,45.45454545454545,29.176470588235293,30.9,2011
BL22,Diegtertal,59,14,23.728813559322035,32.22222222222222,33.3,2011
BL23,Gelterkinden-Eital,76,24,31.57894736842105,28.636363636363637,31.384615384615383,2011
SH01,Schaffhausen-Stadt,258,98,37.98449612403101,32.0,32.625,2011
SH02,Schaffhausen-Ost,50,23,46.0,28.94736842105263,28.866666666666667,2011
SH03,Neuhausen am Rheinfall,89,31,34.831460674157306,28.347826086956523,27.58823529411765,2011
SH04,Klettgau,78,32,41.02564102564102,31.043478260869566,31.36842105263158,2011
SH05,Randen,67,23,34.32835820895522,30.894736842105264,33.0,2011
SH06,Reiat,63,23,36.507936507936506,33.0,33.333333333333336,2011
SH07,Stein am Rhein,47,14,29.78723404255319,30.904761904761905,31.454545454545453,2011
AR01,Appenzeller Mittelland,80,26,32.5,32.130434782608695,31.4375,2011
AR02,Teufen-Gais,95,30,31.57894736842105,30.5,32.05555555555556,2011
AR03,Appenzeller Hinterland,83,18,21.686746987951807,31.4,30.333333333333332,2011
AR04,Herisau,131,38,29.00763358778626,30.0,32.27777777777778,2011
AR05,Appenzeller Vorderland,81,22,27.160493827160494,32.04761904761905,34.5,2011
AI02,Inneres Landesteil,152,42,27.631578947368425,31.5,31.11764705882353,2011
SG01,St. Gallen-Stadt,410,166,40.487804878048784,31.11111111111111,32.130434782608695,2011
SG02,St. Gallen-Neudirf,77,37,48.05194805194805,29.59090909090909,29.88235294117647,2011
SG03,St. Gallen-Heiligkreuz Rotmonten,109,38,34.862385321100916,29.0,30.444444444444443,2011
SG04,St. Gallen-St. Georgen,46,17,36.95652173913043,31.789473684210527,33.2,2011
SG05,St. Gallen-Bruggen Winkeln,146,66,45.20547945205479,30.583333333333332,31.047619047619047,2011
SG06,Gaiserwald,86,44,51.162790697674424,30.0,30.647058823529413,2011
SG07,Goldach-Eggen,124,46,37.096774193548384,30.095238095238095,31.466666666666665,2011
SG08,Flawil-Degersheim,131,45,34.35114503816794,30.458333333333332,31.65,2011
SG09,Gossau,180,60,33.33333333333333,31.043478260869566,30.263157894736842,2011
SG10,Waldkirch,93,29,31.182795698924732,31.333333333333332,32.833333333333336,2011
SG11,Wittenbach-Muolen,96,30,31.25,30.043478260869566,31.866666666666667,2011
SG12,Steinach-Mörschwil,91,40,43.956043956043956,30.45,31.705882352941178,2011
SG13,Rorschach,121,36,29.75206611570248,30.08695652173913,29.705882352941178,2011
SG14,Rheineck,69,23,33.33333333333333,30.47826086956522,30.0,2011
SG15,St. Margrethen,59,28,47.45762711864407,29.263157894736842,28.647058823529413,2011
SG16,Heerbrugg,127,38,29.92125984251969,30.0,29.72222222222222,2011
SG17,Rebstein,95,23,24.210526315789473,29.363636363636363,30.866666666666667,2011
SG18,Widnau-Diepoldsau,118,42,35.59322033898305,30.5,31.866666666666667,2011
SG19,Altstätten,90,19,21.11111111111111,30.59090909090909,31.53846153846154,2011
SG20,Rheintal,123,25,20.32520325203252,31.043478260869566,31.53846153846154,2011
SG21,Gams-Sennwald,62,12,19.35483870967742,30.5,30.666666666666668,2011
SG22,Werdenberg,179,46,25.69832402234637,30.0,31.75,2011
SG23,Wartau,91,21,23.076923076923077,30.454545454545453,31.23076923076923,2011
SG24,Bad Ragaz - Taminatal,101,35,34.65346534653465,31.363636363636363,31.833333333333332,2011
SG25,Sargans - Weisstannental,156,38,24.358974358974358,31.0,30.529411764705884,2011
SG26,Flums - Flumserberg,91,20,21.978021978021978,30.55,30.0,2011
SG27,Walensee,91,24,26.373626373626376,30.5,32.4,2011
SG28,Eschenbach,69,23,33.33333333333333,30.45,30.384615384615383,2011
SG29,Uznach,82,34,41.46341463414634,29.8,29.444444444444443,2011
SG30,Rapperswil-Jona,238,86,36.134453781512605,31.576923076923077,32.0,2011
SG31,Gaster,113,41,36.283185840707965,29.5,29.22222222222222,2011
SG32,Rickenpass,64,32,50.0,31.904761904761905,32.125,2011
SG33,Necker,89,23,25.842696629213485,29.15,28.636363636363637,2011
SG34,Mosnang,72,20,27.77777777777778,30.454545454545453,30.833333333333332,2011
SG35,Wattwil,104,27,25.961538461538463,28.59090909090909,30.642857142857142,2011
SG36,Obertoggenburg,107,27,25.233644859813083,30.55,31.928571428571427,2011
SG37,Niederuzwil-Oberbüren,110,47,42.72727272727273,29.458333333333332,30.454545454545453,2011
SG38,Untertoggenburg,79,22,27.848101265822784,30.5,31.6,2011
SG39,Uzwil,89,26,29.213483146067414,29.05263157894737,29.076923076923077,2011
SG40,Wil,247,92,37.24696356275304,30.541666666666668,30.454545454545453,2011
SG41,Zuzwil,77,19,24.675324675324674,31.7,31.857142857142858,2011
SG42,Kirchberg,92,27,29.347826086956523,28.952380952380953,29.6,2011
GR01,Chur,325,105,32.30769230769231,31.5,32.78260869565217,2011
GR02,Unterimboden,74,17,22.972972972972975,30.40909090909091,31.636363636363637,2011
GR03,Domat/Ems,72,24,33.33333333333333,30.0,31.125,2011
GR04,Fünf Dörfer,79,28,35.44303797468354,31.166666666666668,31.066666666666666,2011
GR05,Landquart,79,27,34.177215189873415,30.5,30.46153846153846,2011
GR06,Maienfeld,61,20,32.78688524590164,32.10526315789474,32.23076923076923,2011
GR07,Unteres Prättigau,66,28,42.42424242424242,28.91304347826087,30.533333333333335,2011
GR08,Klosters-Oberes Prättigau,64,24,37.5,31.5,30.46153846153846,2011
GR09,Davos,104,33,31.73076923076923,31.583333333333332,32.8125,2011
GR10,Schanfigg,38,6,15.789473684210526,29.066666666666666,30.5,2011
GR11,Churwalden-Lenzerheide,48,18,37.5,29.333333333333332,28.083333333333332,2011
GR12,Albula-Surses,44,10,22.727272727272727,30.0,30.77777777777778,2011
GR13,Domleschg-Unterheizenberg,49,11,22.448979591836736,31.625,32.125,2011
GR14,Thusis-Viamala-Rheinwald,68,14,20.588235294117645,31.285714285714285,32.55555555555556,2011
GR15,Flims-Laax,41,15,36.58536585365854,29.941176470588236,28.375,2011
GR16,Lumnezia-Vals-Safien,26,6,23.076923076923077,30.916666666666668,33.25,2011
GR17,Ilanz,46,9,19.565217391304348,31.444444444444443,27.875,2011
GR19,Disentis,32,7,21.875,30.46153846153846,30.4,2011
GR20,Engiadina bassa,71,25,35.2112676056338,31.095238095238095,32.857142857142854,2011
